334,Bangladesh,Y,2019-07-12,July 2019,1718,Total,1.63,0.14,7.60,7.50,0.00,0.01,1.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
335,Thailand,Y,2019-07-12,July 2019,1718,Total,0.20,0,1.15,1.13,0.00,0.03,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
336,Indonesia,Y,2019-07-12,July 2019,1718,Total,0.62,0,3.50,3.50,0.01,0.00,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
337,Pakistan,Y,2019-07-12,July 2019,1718,Total,2.32,8.20,3.30,10.80,0.16,0.03,2.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
338,Turkey,Y,2019-07-12,July 2019,1718,Total,1.53,4.00,4.02,7.45,0.33,0.00,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
339,European Union,Y,2019-07-12,July 2019,1718,Total,0.18,1.53,0.73,0.76,1.37,0.04,0.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
340,China,Y,2019-07-12,July 2019,1718,Total,45.92,27.50,5.73,41.00,0.13,0.00,38.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
341,Mexico,Y,2019-07-12,July 2019,1718,Total,0.45,1.56,0.93,1.90,0.35,0.03,0.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
342,Major Importers,Y,2019-07-12,July 2019,1718,Total,54.17,42.93,35.91,82.66,2.34,0.12,47.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL
343,India,Y,2019-07-12,July 2019,1718,Total,7.88,29.00,1.68,24.15,5.18,0.00,9.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
344,Brazil,Y,2019-07-12,July 2019,1718,Total,6.93,9.22,0.08,3.40,4.17,0.00,8.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
345,Australia,Y,2019-07-12,July 2019,1718,Total,2.19,4.80,0,0.04,3.92,0.00,3.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
346,S. Hemis.,Y,2019-07-12,July 2019,1718,Total,10.21,15.70,0.24,4.44,8.63,0.01,13.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
347,Afr. Fr. Zone,Y,2019-07-12,July 2019,1718,Total,1.46,5.44,0,0.14,5.06,0.00,1.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL
348,Central Asia,Y,2019-07-12,July 2019,1718,Total,2.18,6.50,0,3.38,2.60,0.00,2.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL
349,Major Exporters,Y,2019-07-12,July 2019,1718,Total,21.94,57.10,2.46,32.75,21.79,0.02,26.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
350,Total Foreign,Y,2019-07-12,July 2019,1718,Total,77.56,102.86,41.02,119.45,25.17,0.15,76.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
351,United States,Y,2019-07-12,July 2019,1718,Total,2.75,20.92,0,3.23,15.85,0.30,4.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
352,World Less China,Y,2019-07-12,July 2019,1718,Total,34.39,96.28,35.29,81.68,40.89,0.45,42.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL
353,World,Y,2019-07-12,July 2019,1718,Total,80.31,123.78,41.02,122.68,41.02,0.45,80.97,NULL,NULL,NULL,NULL,NULL,NULL,NULL
354,Vietnam,Y,2019-07-12,July 2019,1819,Total,1.24,0,7.00,7.10,0.00,0.00,1.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL
355,Bangladesh,Y,2019-07-12,July 2019,1819,Total,1.86,0.14,6.90,7.10,0.00,0.01,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
356,Thailand,Y,2019-07-12,July 2019,1819,Total,0.20,0,1.15,1.13,0.00,0.03,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
357,Indonesia,Y,2019-07-12,July 2019,1819,Total,0.62,0,3.00,3.10,0.01,0.00,0.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
358,Pakistan,Y,2019-07-12,July 2019,1819,Total,2.83,7.70,2.90,10.60,0.08,0.03,2.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL
359,Turkey,Y,2019-07-12,July 2019,1819,Total,1.78,3.70,3.20,6.60,0.50,0.00,1.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL
360,European Union,Y,2019-07-12,July 2019,1819,Total,0.28,1.72,0.69,0.75,1.65,0.03,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
361,China,Y,2019-07-12,July 2019,1819,Total,38.02,27.75,9.25,39.50,0.15,0.00,35.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
362,Mexico,Y,2019-07-12,July 2019,1819,Total,0.66,1.69,0.85,1.95,0.50,0.03,0.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
363,Major Importers,Y,2019-07-12,July 2019,1819,Total,47.88,42.70,36.77,79.69,2.88,0.11,44.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
364,India,Y,2019-07-12,July 2019,1819,Total,9.23,26.50,1.50,25.00,3.80,0.00,8.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
365,Brazil,Y,2019-07-12,July 2019,1819,Total,8.66,12.80,0.05,3.50,6.20,0.00,11.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
366,Australia,Y,2019-07-12,July 2019,1819,Total,3.04,2.40,0,0.04,3.60,0.00,1.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
367,S. Hemis.,Y,2019-07-12,July 2019,1819,Total,13.07,17.37,0.19,4.56,10.99,0.01,15.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL
368,Afr. Fr. Zone,Y,2019-07-12,July 2019,1819,Total,1.70,5.41,0,0.14,5.37,0.00,1.59,NULL,NULL,NULL,NULL,NULL,NULL,NULL
369,Central Asia,Y,2019-07-12,July 2019,1819,Total,2.71,5.40,0,3.82,1.80,0.00,2.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
370,Major Exporters,Y,2019-07-12,July 2019,1819,Total,26.94,55.32,2.14,34.19,22.40,0.02,27.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL
371,Total Foreign,Y,2019-07-12,July 2019,1819,Total,76.67,100.96,41.41,118.07,26.55,0.14,74.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
372,United States,Y,2019-07-12,July 2019,1819,Total,4.30,18.37,0.01,3.00,14.50,0.17,5.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
373,World Less China,Y,2019-07-12,July 2019,1819,Total,42.95,91.57,32.16,81.57,40.90,0.31,43.91,NULL,NULL,NULL,NULL,NULL,NULL,NULL
374,World,Y,2019-07-12,July 2019,1819,Total,80.97,119.32,41.41,121.07,41.05,0.31,79.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
375,Vietnam,Y,2019-07-12,July 2019,1920,Jul,1.14,0,7.80,7.60,0.00,0.00,1.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
376,Vietnam,Y,2019-07-12,July 2019,1920,Jun,1.24,0,7.60,7.50,0.00,0.00,1.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
377,Bangladesh,Y,2019-07-12,July 2019,1920,Jul,1.78,0.14,7.30,7.40,0.00,0.01,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
378,Bangladesh,Y,2019-07-12,July 2019,1920,Jun,1.98,0.14,8.30,8.30,0.00,0.01,2.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL
379,Thailand,Y,2019-07-12,July 2019,1920,Jul,0.20,0,1.18,1.15,0.00,0.03,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
380,Thailand,Y,2019-07-12,July 2019,1920,Jun,0.20,0,1.18,1.15,0.00,0.03,0.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
381,Indonesia,Y,2019-07-12,July 2019,1920,Jul,0.51,0,3.30,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
382,Indonesia,Y,2019-07-12,July 2019,1920,Jun,0.61,0,3.20,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
383,Pakistan,Y,2019-07-12,July 2019,1920,Jul,2.73,8.00,3.00,10.70,0.15,0.03,2.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
384,Pakistan,Y,2019-07-12,July 2019,1920,Jun,2.83,8.00,2.90,10.70,0.15,0.03,2.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
385,Turkey,Y,2019-07-12,July 2019,1920,Jul,1.58,4.10,3.00,6.70,0.38,0.00,1.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL
386,Turkey,Y,2019-07-12,July 2019,1920,Jun,1.63,4.10,3.00,6.70,0.38,0.00,1.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
387,European Union,Y,2019-07-12,July 2019,1920,Jul,0.26,1.78,0.67,0.73,1.69,0.03,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
388,European Union,Y,2019-07-12,July 2019,1920,Jun,0.26,1.78,0.67,0.73,1.67,0.05,0.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
389,China,Y,2019-07-12,July 2019,1920,Jul,35.37,27.75,10.50,40.50,0.13,0.00,32.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
390,China,Y,2019-07-12,July 2019,1920,Jun,34.37,27.75,10.50,41.00,0.13,0.00,31.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
391,Mexico,Y,2019-07-12,July 2019,1920,Jul,0.72,1.75,0.85,2.00,0.55,0.03,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
392,Mexico,Y,2019-07-12,July 2019,1920,Jun,0.72,1.75,0.85,2.00,0.55,0.03,0.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL
393,Major Importers,Y,2019-07-12,July 2019,1920,Jul,44.67,43.52,39.41,81.79,2.90,0.11,42.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL
394,Major Importers,Y,2019-07-12,July 2019,1920,Jun,44.23,43.52,40.00,83.09,2.88,0.14,41.65,NULL,NULL,NULL,NULL,NULL,NULL,NULL
395,India,Y,2019-07-12,July 2019,1920,Jul,8.43,29.00,1.40,25.50,4.40,0.00,8.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL
396,India,Y,2019-07-12,July 2019,1920,Jun,7.78,28.50,1.40,25.30,4.80,0.00,7.58,NULL,NULL,NULL,NULL,NULL,NULL,NULL
397,Brazil,Y,2019-07-12,July 2019,1920,Jul,11.81,12.00,0.08,3.60,8.00,0.00,12.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL
398,Brazil,Y,2019-07-12,July 2019,1920,Jun,12.21,12.00,0.08,3.60,8.20,0.00,12.48,NULL,NULL,NULL,NULL,NULL,NULL,NULL
399,Australia,Y,2019-07-12,July 2019,1920,Jul,1.80,1.90,0,0.04,1.80,0.00,1.87,NULL,NULL,NULL,NULL,NULL,NULL,NULL
400,Australia,Y,2019-07-12,July 2019,1920,Jun,1.20,1.90,0,0.04,1.80,0.00,1.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
401,S. Hemis.,Y,2019-07-12,July 2019,1920,Jul,15.07,15.97,0.21,4.67,10.97,0.01,15.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL
402,S. Hemis.,Y,2019-07-12,July 2019,1920,Jun,14.86,15.97,0.21,4.67,11.17,0.01,15.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
403,Afr. Fr. Zone,Y,2019-07-12,July 2019,1920,Jul,1.59,6.01,0,0.14,5.61,0.00,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,Afr. Fr. Zone,Y,2019-07-12,July 2019,1920,Jun,1.59,6.01,0,0.14,5.61,0.00,1.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,Central Asia,Y,2019-07-12,July 2019,1920,Jul,2.49,5.76,0,4.09,1.79,0.00,2.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
406,Central Asia,Y,2019-07-12,July 2019,1920,Jun,2.29,5.82,0,3.99,1.79,0.00,2.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL
407,Major Exporters,Y,2019-07-12,July 2019,1920,Jul,27.79,57.22,2.14,35.11,23.01,0.02,29.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
408,Major Exporters,Y,2019-07-12,July 2019,1920,Jun,26.73,56.78,2.14,34.81,23.64,0.02,27.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
409,Total Foreign,Y,2019-07-12,July 2019,1920,Jul,74.27,103.79,44.11,121.17,27.15,0.13,73.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
410,Total Foreign,Y,2019-07-12,July 2019,1920,Jun,72.88,103.32,44.74,122.17,27.75,0.16,70.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
411,United States,Y,2019-07-12,July 2019,1920,Jul,5.00,22.00,0.01,3.10,17.00,0.21,6.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL
412,United States,Y,2019-07-12,July 2019,1920,Jun,4.65,22.00,0.01,3.10,17.00,0.16,6.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL
413,World Less China,Y,2019-07-12,July 2019,1920,Jul,43.91,98.04,33.62,83.77,44.03,0.34,47.43,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,World Less China,Y,2019-07-12,July 2019,1920,Jun,43.16,97.57,34.24,84.27,44.63,0.31,45.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL
415,World,Y,2019-07-12,July 2019,1920,Jul,79.27,125.79,44.12,124.27,44.15,0.34,80.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL
416,World,Y,2019-07-12,July 2019,1920,Jun,77.53,125.32,44.74,125.27,44.75,0.31,77.26,NULL,NULL,NULL,NULL,NULL,NULL,NULL
417,Vietnam,Y,2019-10-29,October 2019,1718,Total,0.88,0,7.00,6.60,0.00,0.00,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
418,Bangladesh,Y,2019-10-29,October 2019,1718,Total,1.63,0.14,7.60,7.50,0.00,0.01,1.86,NULL,NULL,NULL,NULL,NULL,NULL,NULL
419,Thailand,Y,2019-10-29,October 2019,1718,Total,0.20,0,1.15,1.13,0.00,0.03,0.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
420,Indonesia,Y,2019-10-29,October 2019,1718,Total,0.62,0,3.50,3.50,0.01,0.00,0.62,NULL,NULL,NULL,NULL,NULL,NULL,NULL
421,Pakistan,Y,2019-10-29,October 2019,1718,Total,2.32,8.20,3.40,10.90,0.16,0.03,2.83,NULL,NULL,NULL,NULL,NULL,NULL,NULL
422,Turkey,Y,2019-10-29,October 2019,1718,Total,1.53,4.00,4.02,7.45,0.33,0.00,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
423,European Union,Y,2019-10-29,October 2019,1718,Total,0.19,1.53,0.73,0.75,1.37,0.04,0.30,NULL,NULL,NULL,NULL,NULL,NULL,NULL
424,China,Y,2019-10-29,October 2019,1718,Total,45.92,27.50,5.71,41.00,0.14,0.00,37.99,NULL,NULL,NULL,NULL,NULL,NULL,NULL
425,Mexico,Y,2019-10-29,October 2019,1718,Total,0.45,1.56,0.93,1.90,0.35,0.03,0.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
426,Major Importers,Y,2019-10-29,October 2019,1718,Total,54.18,42.93,36.04,82.74,2.35,0.12,47.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL
427,India,Y,2019-10-29,October 2019,1718,Total,7.88,29.00,1.68,24.15,5.18,0.00,9.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
428,Brazil,Y,2019-10-29,October 2019,1718,Total,6.93,9.22,0.08,3.40,4.17,0.00,8.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL
429,Australia,Y,2019-10-29,October 2019,1718,Total,2.19,4.80,0,0.04,3.92,0.00,3.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
430,S. Hemis.,Y,2019-10-29,October 2019,1718,Total,10.18,15.70,0.24,4.44,8.64,0.01,13.02,NULL,NULL,NULL,NULL,NULL,NULL,NULL
431,Afr. Fr. Zone,Y,2019-10-29,October 2019,1718,Total,1.46,5.44,0,0.14,5.06,0.00,1.70,NULL,NULL,NULL,NULL,NULL,NULL,NULL
432,Central Asia,Y,2019-10-29,October 2019,1718,Total,2.18,6.50,0,3.38,2.53,0.00,2.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL
433,Major Exporters,Y,2019-10-29,October 2019,1718,Total,21.90,57.10,2.47,32.75,21.75,0.02,26.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL
434,Total Foreign,Y,2019-10-29,October 2019,1718,Total,77.54,102.86,41.14,119.54,25.13,0.15,76.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL
435,United States,Y,2019-10-29,October 2019,1718,Total,2.75,20.92,0,3.23,16.28,-0.03,4.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
436,World Less China,Y,2019-10-29,October 2019,1718,Total,34.37,96.28,35.44,81.77,41.27,0.12,42.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
437,World,Y,2019-10-29,October 2019,1718,Total,80.29,123.78,41.15,122.77,41.41,0.12,80.93,NULL,NULL,NULL,NULL,NULL,NULL,NULL
438,Vietnam,Y,2019-10-29,October 2019,1819,Total,1.29,0,6.90,7.00,0.00,0.00,1.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
439,Bangladesh,Y,2019-10-29,October 2019,1819,Total,1.86,0.14,7.20,7.40,0.00,0.01,1.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL
440,Thailand,Y,2019-10-29,October 2019,1819,Total,0.20,0,1.08,1.08,0.00,0.03,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
441,Indonesia,Y,2019-10-29,October 2019,1819,Total,0.62,0,3.05,3.15,0.01,0.00,0.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL
442,Pakistan,Y,2019-10-29,October 2019,1819,Total,2.83,7.60,2.85,10.70,0.06,0.03,2.50,NULL,NULL,NULL,NULL,NULL,NULL,NULL
443,Turkey,Y,2019-10-29,October 2019,1819,Total,1.78,3.70,3.50,6.80,0.48,0.00,1.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
444,European Union,Y,2019-10-29,October 2019,1819,Total,0.30,1.72,0.69,0.72,1.72,0.03,0.24,NULL,NULL,NULL,NULL,NULL,NULL,NULL
445,China,Y,2019-10-29,October 2019,1819,Total,37.99,27.75,9.64,39.50,0.21,0.00,35.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
446,Mexico,Y,2019-10-29,October 2019,1819,Total,0.66,1.74,0.85,1.95,0.50,0.03,0.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL
447,Major Importers,Y,2019-10-29,October 2019,1819,Total,47.93,42.65,37.50,80.09,2.99,0.11,44.89,NULL,NULL,NULL,NULL,NULL,NULL,NULL
448,India,Y,2019-10-29,October 2019,1819,Total,9.23,26.50,1.80,24.00,3.50,0.00,10.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL
449,Brazil,Y,2019-10-29,October 2019,1819,Total,8.66,12.75,0.02,3.40,6.01,0.00,12.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL
450,Australia,Y,2019-10-29,October 2019,1819,Total,3.04,2.20,0,0.04,3.63,0.00,1.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL
451,S. Hemis.,Y,2019-10-29,October 2019,1819,Total,13.02,17.12,0.18,4.42,10.81,0.01,15.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL
452,Afr. Fr. Zone,Y,2019-10-29,October 2019,1819,Total,1.70,5.36,0,0.14,5.55,0.00,1.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL
453,Central Asia,Y,2019-10-29,October 2019,1819,Total,2.77,5.44,0,3.83,1.87,0.00,2.52,NULL,NULL,NULL,NULL,NULL,NULL,NULL
454,Major Exporters,Y,2019-10-29,October 2019,1819,Total,26.95,55.06,2.43,33.03,22.16,0.02,29.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
455,Total Foreign,Y,2019-10-29,October 2019,1819,Total,76.73,100.65,42.36,117.25,26.47,0.14,75.88,NULL,NULL,NULL,NULL,NULL,NULL,NULL
456,United States,Y,2019-10-29,October 2019,1819,Total,4.20,18.37,0,2.98,14.76,-0.02,4.85,NULL,NULL,NULL,NULL,NULL,NULL,NULL
457,World Less China,Y,2019-10-29,October 2019,1819,Total,42.94,91.26,32.72,80.73,41.02,0.12,45.06,NULL,NULL,NULL,NULL,NULL,NULL,NULL
458,World,Y,2019-10-29,October 2019,1819,Total,80.93,119.01,42.36,120.23,41.23,0.12,80.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL
459,Vietnam,Y,2019-10-29,October 2019,1920,Oct,1.19,0,7.50,7.40,0.00,0.00,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
460,Vietnam,Y,2019-10-29,October 2019,1920,Sep,1.19,0,7.60,7.50,0.00,0.00,1.29,NULL,NULL,NULL,NULL,NULL,NULL,NULL
461,Bangladesh,Y,2019-10-29,October 2019,1920,Oct,1.78,0.14,7.30,7.40,0.00,0.01,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
462,Bangladesh,Y,2019-10-29,October 2019,1920,Sep,1.78,0.14,7.30,7.40,0.00,0.01,1.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,Thailand,Y,2019-10-29,October 2019,1920,Oct,0.18,0,1.05,1.03,0.00,0.03,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
464,Thailand,Y,2019-10-29,October 2019,1920,Sep,0.18,0,1.05,1.03,0.00,0.03,0.18,NULL,NULL,NULL,NULL,NULL,NULL,NULL
465,Indonesia,Y,2019-10-29,October 2019,1920,Oct,0.51,0,3.30,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
466,Indonesia,Y,2019-10-29,October 2019,1920,Sep,0.51,0,3.30,3.20,0.01,0.00,0.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL
467,Pakistan,Y,2019-10-29,October 2019,1920,Oct,2.50,7.60,3.10,10.70,0.05,0.03,2.42,NULL,NULL,NULL,NULL,NULL,NULL,NULL
468,Pakistan,Y,2019-10-29,October 2019,1920,Sep,2.50,8.00,2.90,10.70,0.08,0.03,2.60,NULL,NULL,NULL,NULL,NULL,NULL,NULL
469,Turkey,Y,2019-10-29,October 2019,1920,Oct,1.69,4.10,3.20,6.90,0.35,0.00,1.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL
470,Turkey,Y,2019-10-29,October 2019,1920,Sep,1.69,4.10,3.10,6.80,0.38,0.00,1.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
471,European Union,Y,2019-10-29,October 2019,1920,Oct,0.24,1.76,0.68,0.71,1.67,0.03,0.27,NULL,NULL,NULL,NULL,NULL,NULL,NULL
472,European Union,Y,2019-10-29,October 2019,1920,Sep,0.23,1.71,0.68,0.73,1.62,0.03,0.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
473,China,Y,2019-10-29,October 2019,1920,Oct,35.67,27.75,9.50,39.50,0.18,0.00,33.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL
474,China,Y,2019-10-29,October 2019,1920,Sep,35.67,27.75,10.00,39.50,0.13,0.00,33.80,NULL,NULL,NULL,NULL,NULL,NULL,NULL
475,Mexico,Y,2019-10-29,October 2019,1920,Oct,0.77,1.58,0.85,2.00,0.45,0.03,0.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL
476,Mexico,Y,2019-10-29,October 2019,1920,Sep,0.75,1.60,0.85,2.00,0.45,0.03,0.73,NULL,NULL,NULL,NULL,NULL,NULL,NULL
477,Major Importers,Y,2019-10-29,October 2019,1920,Oct,44.89,42.93,38.13,80.49,2.70,0.11,42.64,NULL,NULL,NULL,NULL,NULL,NULL,NULL
478,Major Importers,Y,2019-10-29,October 2019,1920,Sep,44.88,43.30,38.51,80.59,2.65,0.11,43.34,NULL,NULL,NULL,NULL,NULL,NULL,NULL
479,India,Y,2019-10-29,October 2019,1920,Oct,10.03,30.50,1.60,24.75,4.00,0.00,13.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
480,India,Y,2019-10-29,October 2019,1920,Sep,10.03,29.50,1.60,24.75,4.00,0.00,12.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL
481,Brazil,Y,2019-10-29,October 2019,1920,Oct,12.01,11.60,0.03,3.40,8.30,0.00,11.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL
482,Brazil,Y,2019-10-29,October 2019,1920,Sep,12.06,12.00,0.03,3.40,8.50,0.00,12.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL
483,Australia,Y,2019-10-29,October 2019,1920,Oct,1.57,1.20,0,0.04,1.70,0.00,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
484,Australia,Y,2019-10-29,October 2019,1920,Sep,1.57,1.40,0,0.04,1.90,0.00,1.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL
485,S. Hemis.,Y,2019-10-29,October 2019,1920,Oct,15.09,14.82,0.18,4.40,11.19,0.01,14.49,NULL,NULL,NULL,NULL,NULL,NULL,NULL
486,S. Hemis.,Y,2019-10-29,October 2019,1920,Sep,15.09,15.42,0.16,4.42,11.57,0.01,14.67,NULL,NULL,NULL,NULL,NULL,NULL,NULL
487,Afr. Fr. Zone,Y,2019-10-29,October 2019,1920,Oct,1.37,5.89,0,0.14,5.41,0.00,1.71,NULL,NULL,NULL,NULL,NULL,NULL,NULL
488,Afr. Fr. Zone,Y,2019-10-29,October 2019,1920,Sep,1.42,5.89,0,0.14,5.54,0.00,1.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL
489,Central Asia,Y,2019-10-29,October 2019,1920,Oct,2.52,5.40,0,3.99,1.53,0.00,2.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL
490,Central Asia,Y,2019-10-29,October 2019,1920,Sep,2.52,5.40,0,3.99,1.53,0.00,2.40,NULL,NULL,NULL,NULL,NULL,NULL,NULL
491,Major Exporters,Y,2019-10-29,October 2019,1920,Oct,29.23,57.09,2.28,33.94,22.43,0.02,32.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL
492,Major Exporters,Y,2019-10-29,October 2019,1920,Sep,29.29,56.69,2.26,33.96,22.93,0.02,31.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL
493,Total Foreign,Y,2019-10-29,October 2019,1920,Oct,75.88,103.07,42.90,118.61,26.41,0.13,76.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
494,Total Foreign,Y,2019-10-29,October 2019,1920,Sep,75.95,103.04,43.28,118.74,26.84,0.13,76.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL
495,United States,Y,2019-10-29,October 2019,1920,Oct,4.85,21.71,0.01,3.00,16.50,0.06,7.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL
496,United States,Y,2019-10-29,October 2019,1920,Sep,4.85,21.86,0.01,3.00,16.50,0.02,7.20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
497,World Less China,Y,2019-10-29,October 2019,1920,Oct,45.06,97.02,33.40,82.11,42.74,0.19,50.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL
498,World Less China,Y,2019-10-29,October 2019,1920,Sep,45.13,97.15,33.28,82.24,43.22,0.15,49.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL
499,World,Y,2019-10-29,October 2019,1920,Oct,80.73,124.77,42.90,121.61,42.91,0.19,83.69,NULL,NULL,NULL,NULL,NULL,NULL,NULL
