===============================================================================
Id,,len,datetime,open,high,low,close,volume,openinterest,MA_1_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,MACD_Strategy,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown,Bolling_2_0,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
120,,40,2020-11-03 00:00:00,14385.0,14475.0,14275.0,14310.0,353242.0,,MA_1_0,40,737732.0,Broker,40,148200.0,148200.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,9.009138994372934,11.147608420031498,MACD_Strategy,40,737732.0,Broker,40,148200.0,148200.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,9.009138994372934,11.147608420031498,Bolling_2_0,40,737732.0,Broker,40,148200.0,148200.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,9.009138994372934,11.147608420031498
121,,41,2020-11-04 00:00:00,14360.0,14590.0,14295.0,14475.0,512533.0,,MA_1_0,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,14080.574999999999,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498,MACD_Strategy,40,737732.0,Broker,40,148200.0,148200.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,9.009138994372934,11.147608420031498,Bolling_2_0,40,737732.0,Broker,40,148200.0,148200.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,9.009138994372934,11.147608420031498
122,,41,2020-11-04 00:00:00,14360.0,14590.0,14295.0,14475.0,512533.0,,MA_1_0,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,14080.574999999999,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498,MACD_Strategy,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498,Bolling_2_0,40,737732.0,Broker,40,148200.0,148200.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,9.009138994372934,11.147608420031498
123,,41,2020-11-04 00:00:00,14360.0,14590.0,14295.0,14475.0,512533.0,,MA_1_0,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,14080.574999999999,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498,MACD_Strategy,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498,Bolling_2_0,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498
124,,42,2020-11-05 00:00:00,14525.0,14525.0,14305.0,14360.0,354046.0,,MA_1_0,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,14090.425,,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498,MACD_Strategy,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498,Bolling_2_0,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498
125,,42,2020-11-05 00:00:00,14525.0,14525.0,14305.0,14360.0,354046.0,,MA_1_0,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,14090.425,,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498,MACD_Strategy,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,,14742.874999999998,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498,Bolling_2_0,41,737733.0,Broker,41,143744.0,148810.25,BuySell,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,8.634461714152394,11.147608420031498
126,,42,2020-11-05 00:00:00,14525.0,14525.0,14305.0,14360.0,354046.0,,MA_1_0,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,14090.425,,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498,MACD_Strategy,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,,14742.874999999998,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498,Bolling_2_0,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,,,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498
127,,43,2020-11-06 00:00:00,14400.0,14430.0,14035.0,14050.0,483557.0,,MA_1_0,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,13824.475,,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498,MACD_Strategy,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,,14742.874999999998,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498,Bolling_2_0,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,,,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498
128,,43,2020-11-06 00:00:00,14400.0,14430.0,14035.0,14050.0,483557.0,,MA_1_0,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,13824.475,,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498,MACD_Strategy,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,,14646.449999999999,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498,Bolling_2_0,42,737734.0,Broker,42,143130.125,148156.125,BuySell,42,,,Trades - Net Profit/Loss,42,,,DrawDown,42,9.036077078223284,11.147608420031498
129,,43,2020-11-06 00:00:00,14400.0,14430.0,14035.0,14050.0,483557.0,,MA_1_0,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,13824.475,,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498,MACD_Strategy,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,,14646.449999999999,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498,Bolling_2_0,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,,,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498
130,,44,2020-11-09 00:00:00,14065.0,14255.0,13920.0,14225.0,479869.0,,MA_1_0,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,13711.199999999999,,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498,MACD_Strategy,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,,14646.449999999999,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498,Bolling_2_0,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,,,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498
131,,44,2020-11-09 00:00:00,14065.0,14255.0,13920.0,14225.0,479869.0,,MA_1_0,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,13711.199999999999,,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498,MACD_Strategy,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,,14468.824999999999,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498,Bolling_2_0,43,737735.0,Broker,43,141577.5625,146495.0625,BuySell,43,,,Trades - Net Profit/Loss,43,,,DrawDown,43,10.05592530399359,11.147608420031498
132,,44,2020-11-09 00:00:00,14065.0,14255.0,13920.0,14225.0,479869.0,,MA_1_0,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,13711.199999999999,,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498,MACD_Strategy,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,,14468.824999999999,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498,Bolling_2_0,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,,,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498
133,,45,2020-11-10 00:00:00,14305.0,14340.0,14175.0,14225.0,296578.0,,MA_1_0,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,13962.375,,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498,MACD_Strategy,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,,14468.824999999999,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498,Bolling_2_0,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,,,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498
134,,45,2020-11-10 00:00:00,14305.0,14340.0,14175.0,14225.0,296578.0,,MA_1_0,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,13962.375,,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498,MACD_Strategy,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,,14555.099999999999,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498,Bolling_2_0,44,737738.0,Broker,44,142504.90625,147483.65625,BuySell,44,,,Trades - Net Profit/Loss,44,,,DrawDown,44,9.448955017237303,11.147608420031498
135,,45,2020-11-10 00:00:00,14305.0,14340.0,14175.0,14225.0,296578.0,,MA_1_0,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,13962.375,,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498,MACD_Strategy,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,,14555.099999999999,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498,Bolling_2_0,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,13962.375,,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498
136,,46,2020-11-11 00:00:00,14240.0,14440.0,14205.0,14370.0,326266.0,,MA_1_0,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,13991.925,,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498,MACD_Strategy,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,,14555.099999999999,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498,Bolling_2_0,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,13962.375,,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498
137,,46,2020-11-11 00:00:00,14240.0,14440.0,14205.0,14370.0,326266.0,,MA_1_0,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,13991.925,,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498,MACD_Strategy,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,,14656.599999999999,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498,Bolling_2_0,45,737739.0,Broker,45,137072.328125,147029.828125,BuySell,45,13962.375,,Trades - Net Profit/Loss,45,,,DrawDown,45,9.727593423730687,11.147608420031498
138,,46,2020-11-11 00:00:00,14240.0,14440.0,14205.0,14370.0,326266.0,,MA_1_0,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,13991.925,,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498,MACD_Strategy,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,,14656.599999999999,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498,Bolling_2_0,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,,,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498
139,,47,2020-11-12 00:00:00,14345.0,14410.0,14260.0,14295.0,242012.0,,MA_1_0,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,14046.1,,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498,MACD_Strategy,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,,14656.599999999999,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498,Bolling_2_0,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,,,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498
140,,47,2020-11-12 00:00:00,14345.0,14410.0,14260.0,14295.0,242012.0,,MA_1_0,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,14046.1,,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498,MACD_Strategy,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,,14626.149999999998,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498,Bolling_2_0,46,737740.0,Broker,46,142864.44270833334,147893.94270833334,BuySell,46,,,Trades - Net Profit/Loss,46,,,DrawDown,46,9.197050036787234,11.147608420031498
141,,47,2020-11-12 00:00:00,14345.0,14410.0,14260.0,14295.0,242012.0,,MA_1_0,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,14046.1,,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498,MACD_Strategy,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,,14626.149999999998,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498,Bolling_2_0,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,,,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498
142,,48,2020-11-13 00:00:00,14320.0,14375.0,14190.0,14220.0,251652.0,,MA_1_0,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,13977.15,,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498,MACD_Strategy,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,,14626.149999999998,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498,Bolling_2_0,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,,,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498
143,,48,2020-11-13 00:00:00,14320.0,14375.0,14190.0,14220.0,251652.0,,MA_1_0,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,13977.15,,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498,MACD_Strategy,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,,14590.624999999998,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498,Bolling_2_0,47,737741.0,Broker,47,142466.8463541667,147470.0963541667,BuySell,47,,,Trades - Net Profit/Loss,47,,,DrawDown,47,9.457280432871716,11.147608420031498
144,,48,2020-11-13 00:00:00,14320.0,14375.0,14190.0,14220.0,251652.0,,MA_1_0,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,13977.15,,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498,MACD_Strategy,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,,14590.624999999998,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498,Bolling_2_0,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,,,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498
145,,49,2020-11-16 00:00:00,14220.0,14315.0,14035.0,14270.0,310214.0,,MA_1_0,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,13824.475,,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498,MACD_Strategy,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,,14590.624999999998,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498,Bolling_2_0,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,,,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498
146,,49,2020-11-16 00:00:00,14220.0,14315.0,14035.0,14270.0,310214.0,,MA_1_0,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,13824.475,,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498,MACD_Strategy,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,,14529.724999999999,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498,Bolling_2_0,48,737742.0,Broker,48,142079.92317708334,147056.92317708334,BuySell,48,,,Trades - Net Profit/Loss,48,,,DrawDown,48,9.710957781908448,11.147608420031498
147,,49,2020-11-16 00:00:00,14220.0,14315.0,14035.0,14270.0,310214.0,,MA_1_0,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,13824.475,,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498,MACD_Strategy,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,,14529.724999999999,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498,Bolling_2_0,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,,,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498
148,,50,2020-11-17 00:00:00,14320.0,14370.0,14115.0,14150.0,297154.0,,MA_1_0,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,13903.275,,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498,MACD_Strategy,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,,14529.724999999999,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498,Bolling_2_0,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,,,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498
149,,50,2020-11-17 00:00:00,14320.0,14370.0,14115.0,14150.0,297154.0,,MA_1_0,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,13903.275,,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498,MACD_Strategy,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,,14585.55,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498,Bolling_2_0,49,737745.0,Broker,49,142336.4615885417,147330.9615885417,BuySell,49,,,Trades - Net Profit/Loss,49,,,DrawDown,49,9.542705480915137,11.147608420031498
150,,50,2020-11-17 00:00:00,14320.0,14370.0,14115.0,14150.0,297154.0,,MA_1_0,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,13903.275,,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498,MACD_Strategy,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,,14585.55,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498,Bolling_2_0,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,13903.275,,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498
151,,51,2020-11-18 00:00:00,14150.0,14230.0,14100.0,14145.0,184745.0,,MA_1_0,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,13888.5,,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498,MACD_Strategy,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,,14585.55,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498,Bolling_2_0,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,13903.275,,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498
152,,51,2020-11-18 00:00:00,14150.0,14230.0,14100.0,14145.0,184745.0,,MA_1_0,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,13888.5,,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498,MACD_Strategy,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,,14443.449999999999,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498,Bolling_2_0,50,737746.0,Broker,50,135850.23079427084,145755.23079427084,BuySell,50,13903.275,,Trades - Net Profit/Loss,50,,,DrawDown,50,10.510162307391415,11.147608420031498
153,,51,2020-11-18 00:00:00,14150.0,14230.0,14100.0,14145.0,184745.0,,MA_1_0,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,13888.5,,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498,MACD_Strategy,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,,14443.449999999999,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498,Bolling_2_0,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,,,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498
154,,52,2020-11-19 00:00:00,14180.0,14365.0,14150.0,14360.0,266797.0,,MA_1_0,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,13937.75,,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498,MACD_Strategy,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,,14443.449999999999,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498,Bolling_2_0,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,,,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498
155,,52,2020-11-19 00:00:00,14180.0,14365.0,14150.0,14360.0,266797.0,,MA_1_0,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,13937.75,,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498,MACD_Strategy,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,,14580.474999999999,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498,Bolling_2_0,51,737747.0,Broker,51,140835.91026475697,145786.66026475697,BuySell,51,,,Trades - Net Profit/Loss,51,,,DrawDown,51,10.490865447873983,11.147608420031498
156,,52,2020-11-19 00:00:00,14180.0,14365.0,14150.0,14360.0,266797.0,,MA_1_0,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,13937.75,,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498,MACD_Strategy,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,,14580.474999999999,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498,Bolling_2_0,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,,,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498
157,,53,2020-11-20 00:00:00,14345.0,14530.0,14245.0,14265.0,491008.0,,MA_1_0,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,14031.324999999999,,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498,MACD_Strategy,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,,14580.474999999999,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498,Bolling_2_0,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,,,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498
158,,53,2020-11-20 00:00:00,14345.0,14530.0,14245.0,14265.0,491008.0,,MA_1_0,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,14031.324999999999,,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498,MACD_Strategy,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,,14747.949999999999,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498,Bolling_2_0,52,737748.0,Broker,52,141913.9551323785,146939.9551323785,BuySell,52,,,Trades - Net Profit/Loss,52,,,DrawDown,52,9.78277305247416,11.147608420031498
159,,53,2020-11-20 00:00:00,14345.0,14530.0,14245.0,14265.0,491008.0,,MA_1_0,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,14031.324999999999,,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498,MACD_Strategy,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,,14747.949999999999,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498,Bolling_2_0,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,,,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498
160,,54,2020-11-23 00:00:00,14310.0,14495.0,14270.0,14430.0,276382.0,,MA_1_0,54,737752.0,Broker,54,142216.55128309462,147267.05128309462,BuySell,54,14055.949999999999,,Trades - Net Profit/Loss,54,,,DrawDown,54,9.581944709793413,11.147608420031498,MACD_Strategy,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,,14747.949999999999,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498,Bolling_2_0,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,,,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498
161,,54,2020-11-23 00:00:00,14310.0,14495.0,14270.0,14430.0,276382.0,,MA_1_0,54,737752.0,Broker,54,142216.55128309462,147267.05128309462,BuySell,54,14055.949999999999,,Trades - Net Profit/Loss,54,,,DrawDown,54,9.581944709793413,11.147608420031498,MACD_Strategy,54,737752.0,Broker,54,142216.55128309462,147267.05128309462,BuySell,54,,14712.425,Trades - Net Profit/Loss,54,,,DrawDown,54,9.581944709793413,11.147608420031498,Bolling_2_0,53,737749.0,Broker,53,141406.60256618925,146399.35256618925,BuySell,53,,,Trades - Net Profit/Loss,53,,,DrawDown,53,10.114688659487731,11.147608420031498
162,,54,2020-11-23 00:00:00,14310.0,14495.0,14270.0,14430.0,276382.0,,MA_1_0,54,737752.0,Broker,54,142216.55128309462,147267.05128309462,BuySell,54,14055.949999999999,,Trades - Net Profit/Loss,54,,,DrawDown,54,9.581944709793413,11.147608420031498,MACD_Strategy,54,737752.0,Broker,54,142216.55128309462,147267.05128309462,BuySell,54,,14712.425,Trades - Net Profit/Loss,54,,,DrawDown,54,9.581944709793413,11.147608420031498,Bolling_2_0,54,737752.0,Broker,54,142216.55128309462,147267.05128309462,BuySell,54,,,Trades - Net Profit/Loss,54,,,DrawDown,54,9.581944709793413,11.147608420031498
